NCBI_GeneID	NCBI_UnigeneID	NCBI_RefSeqID	Affymetrix_probesetID	organism
23600	Hs.508343	NM_203382	209426_s_at	human
23601	Hs.446235	NM_013252	219890_at	human
23603	Hs.330384	NM_014325	221676_s_at	human
23604	Hs.237886	NM_014326	206324_s_at	human
23604	Hs.237886	NM_014326	215184_at	human
23607	Hs.485518	NM_012120	203593_at	human
23608	Hs.490347	NM_001145125	209845_at	human
23608	Hs.490347	NM_013446	201285_at	human
23609	Hs.591666	NM_014160	218071_s_at	human
23612	Hs.268557	NM_012396	218634_at	human
23613	Hs.446240	NM_012408	209048_s_at	human
23613	Hs.446240	NM_012408	209049_s_at	human
23613	Hs.446240	NM_183047	209048_s_at	human
23613	Hs.446240	NM_183047	209049_s_at	human
23613	Hs.446240	NM_183048	209048_s_at	human
23613	Hs.446240	NM_183048	209049_s_at	human
23613		NM_012408	209048_s_at	human
23613		NM_012408	209049_s_at	human
23613		NM_183047	209048_s_at	human
23613		NM_183047	209049_s_at	human
23613		NM_183048	209048_s_at	human
23613		NM_183048	209049_s_at	human
23614	Hs.20588	NR_002181		human
23615	Hs.157195	NR_003064		human
23616	Hs.601143	NM_018957	213633_at	human
23617		NM_053006	204383_at	human
23617		NM_053006	214371_at	human
23617		NM_053006	217285_at	human
23617		NM_053006	32032_at	human
23619		NM_001146326	220653_at	human
23619		NM_001146327	220653_at	human
23619		NM_015363	220653_at	human
23620	Hs.131138	NM_012344	206899_at	human
23621	Hs.504003	NM_012104	217904_s_at	human
23621	Hs.504003	NM_138971		human
23621	Hs.504003	NM_138972		human
23621	Hs.504003	NM_138973		human
23623	Hs.226499	NM_001105203	206949_s_at	human
23623	Hs.226499	NM_001105204	206949_s_at	human
23623	Hs.226499	NM_001105205	206949_s_at	human
23623	Hs.226499	NM_014328	206949_s_at	human
23624	Hs.466907	NM_001130852	220638_s_at	human
23624	Hs.466907	NM_012116	220638_s_at	human
23625	Hs.25723	NM_001098784	212484_at	human
23625	Hs.25723	NM_001098784	32209_at	human
23625	Hs.25723	NM_001098785	212484_at	human
23625	Hs.25723	NM_001098785	32209_at	human
23625	Hs.25723	NM_152832	212484_at	human
23625	Hs.25723	NM_152832	32209_at	human
23626	Hs.159737	NM_012444	222259_s_at	human
23626	Hs.159737	NM_198265	222259_s_at	human
23627	Hs.406696	NM_012409	222106_at	human
23629	Hs.648050	NR_002730		human
23630	Hs.522753	NM_012282	220010_at	human
23632	Hs.528988	NM_012113	219464_at	human
23633	Hs.470588	NM_012316	212101_at	human
23633	Hs.470588	NM_012316	212102_s_at	human
23633	Hs.470588	NM_012316	212103_at	human
23633		NM_012316	212101_at	human
23633		NM_012316	212102_s_at	human
23633		NM_012316	212103_at	human
23635		NM_012446	203787_at	human
23635		NM_012446	210829_s_at	human
23636	Hs.574492	NM_012346	202153_s_at	human
23636	Hs.574492	NM_012346	207740_s_at	human
23636	Hs.574492	NM_016553	202153_s_at	human
23636	Hs.574492	NM_016553	207740_s_at	human
23636	Hs.574492	NM_153718	202153_s_at	human
23636	Hs.574492	NM_153718	207740_s_at	human
23636	Hs.574492	NM_153719	202153_s_at	human
23636	Hs.574492	NM_153719	207740_s_at	human
23637		NM_012197	204028_s_at	human
23637		NM_012197	213313_at	human
23639	Hs.591865	NM_012472	206483_at	human
23640	Hs.53066	NM_001130106	202415_s_at	human
23640	Hs.53066	NM_012267	202415_s_at	human
23641	Hs.45231	NM_012317	204454_at	human
23642		NR_003098		human
23643		NM_015364	206584_at	human
23644	Hs.75682	NM_014329	202496_at	human
23645	Hs.631593	NM_014330	202014_at	human
23645	Hs.631593	NM_014330	37028_at	human
23646	Hs.257008	NM_001031696	201050_at	human
23646	Hs.257008	NM_012268	201050_at	human
23647	Hs.75139	NM_012402	202109_at	human
23648		NM_001009955	217991_x_at	human
23648		NM_018070	217991_x_at	human
23648		NM_145716	217991_x_at	human
23649	Hs.201897	NM_002689	204441_s_at	human
23650	Hs.504115	NM_012101	202504_at	human
23650	Hs.504115	NM_012101	211002_s_at	human
23654	Hs.398989	NM_012401	208890_s_at	human
23657	Hs.390594	NM_014331	207528_s_at	human
23657	Hs.390594	NM_014331	209921_at	human
23657	Hs.390594	NM_014331	217678_at	human
23658	Hs.424908	NM_001130710	202903_at	human
23658	Hs.424908	NM_001130710	202904_s_at	human
23658	Hs.424908	NM_001130710	211747_s_at	human
23658	Hs.424908	NM_001139499	202903_at	human
23658	Hs.424908	NM_001139499	202904_s_at	human
23658	Hs.424908	NM_001139499	211747_s_at	human
23658	Hs.424908	NM_012322	202903_at	human
23658	Hs.424908	NM_012322	202904_s_at	human
23658	Hs.424908	NM_012322	211747_s_at	human
23658	Hs.424908	NR_024466		human
23659	Hs.632199	NM_012320	204458_at	human
23660	Hs.110839	NM_014569	203730_s_at	human
23660	Hs.110839	NM_014569	203731_s_at	human
23660	Hs.110839	NM_145102	203730_s_at	human
23660	Hs.110839	NM_145102	203731_s_at	human
23670	Hs.494146	NM_001135820	218113_at	human
23670	Hs.494146	NM_013390	218113_at	human
23671	Hs.144513	NM_016192		human
23673	Hs.523855	NM_177424	212111_at	human
23673	Hs.523855	NM_177424	212112_s_at	human
23676	Hs.86492	NM_014332	219772_s_at	human
23677	Hs.516777	NM_014521	222258_s_at	human
23678	Hs.613417	NM_001033578	220038_at	human
23678	Hs.613417	NM_013257	220038_at	human
23678	Hs.613417	NM_170709	220038_at	human
23682	Hs.591975	NM_022337	219412_at	human
23683		NM_005813	211084_x_at	human
23683		NM_005813	218236_s_at	human
23704	Hs.348522	NM_080671	222379_at	human
23705	Hs.370510	NM_001098517	209030_s_at	human
23705	Hs.370510	NM_001098517	209031_at	human
23705	Hs.370510	NM_001098517	209032_s_at	human
23705	Hs.370510	NM_014333	209030_s_at	human
23705	Hs.370510	NM_014333	209031_at	human
23705	Hs.370510	NM_014333	209032_s_at	human
23708	Hs.59523	NM_018094	205541_s_at	human
23710	Hs.524250	NM_031412	208868_s_at	human
23710	Hs.524250	NM_031412	208869_s_at	human
23710	Hs.524250	NM_031412	211458_s_at	human
23729		NM_013276	219712_s_at	human
23729		NM_013276	219713_at	human
23731	Hs.308074	NM_001099734		human
23731	Hs.308074	NM_032012		human
23731	Hs.621479	NM_001099734		human
23731	Hs.621479	NM_032012		human
23732	Hs.347537	NM_014334		human
23741	Hs.255973	NM_014335	208669_s_at	human
23741	Hs.255973	NM_014335	208670_s_at	human
23741	Hs.255973	NM_014335	211698_at	human
23741		NM_014335	208669_s_at	human
23741		NM_014335	208670_s_at	human
23741		NM_014335	211698_at	human
23742	Hs.649663	NM_018958	221300_at	human
23743		NM_017614	219902_at	human
23746	Hs.279887	NM_001033054	219977_at	human
23746	Hs.279887	NM_001033055	219977_at	human
23746	Hs.279887	NM_014336	219977_at	human
23753	Hs.303116	NM_022044	218681_s_at	human
23759	Hs.438587	NM_014337	206063_x_at	human
23759	Hs.438587	NM_014337	206064_s_at	human
23759	Hs.438587	NM_014337	209299_x_at	human
23759	Hs.438587	NM_014337	214986_x_at	human
23759	Hs.438587	NM_014337	217407_x_at	human
23759	Hs.438587	NM_148175	206063_x_at	human
23759	Hs.438587	NM_148175	206064_s_at	human
23759	Hs.438587	NM_148175	209299_x_at	human
23759	Hs.438587	NM_148175	214986_x_at	human
23759	Hs.438587	NM_148175	217407_x_at	human
23759	Hs.438587	NM_148176	206063_x_at	human
23759	Hs.438587	NM_148176	209299_x_at	human
23759	Hs.438587	NM_148176	214986_x_at	human
23759	Hs.438587	NM_148176	217407_x_at	human
23759	Hs.517436	NM_014337	206063_x_at	human
23759	Hs.517436	NM_014337	206064_s_at	human
23759	Hs.517436	NM_014337	209299_x_at	human
23759	Hs.517436	NM_014337	214986_x_at	human
23759	Hs.517436	NM_014337	217407_x_at	human
23759	Hs.517436	NM_148175	206063_x_at	human
23759	Hs.517436	NM_148175	206064_s_at	human
23759	Hs.517436	NM_148175	209299_x_at	human
23759	Hs.517436	NM_148175	214986_x_at	human
23759	Hs.517436	NM_148175	217407_x_at	human
23759	Hs.517436	NM_148176	206063_x_at	human
23759	Hs.517436	NM_148176	209299_x_at	human
23759	Hs.517436	NM_148176	214986_x_at	human
23759	Hs.517436	NM_148176	217407_x_at	human
23760		NM_012399	202522_at	human
23761	Hs.420559	NM_014338	202392_s_at	human
23762	Hs.517546	NM_030758	221237_s_at	human
23764	Hs.517617	NM_001161572	205193_at	human
23764	Hs.517617	NM_001161572	36711_at	human
23764	Hs.517617	NM_001161573	205193_at	human
23764	Hs.517617	NM_001161573	36711_at	human
23764	Hs.517617	NM_001161574	205193_at	human
23764	Hs.517617	NM_001161574	36711_at	human
23764	Hs.517617	NM_012323	205193_at	human
23764	Hs.517617	NM_012323	36711_at	human
23764	Hs.517617	NM_152878		human
23765	Hs.129751	NM_014339	205707_at	human
23766	Hs.592014	NR_028287		human
23767	Hs.41296	NM_013281	219250_s_at	human
23767	Hs.41296	NM_198391	219250_s_at	human
23768	Hs.533710	NM_013231	204358_s_at	human
23768	Hs.533710	NM_013231	204359_at	human
23768	Hs.624735	NM_013231	204358_s_at	human
23768	Hs.624735	NM_013231	204359_at	human
23769	Hs.584876	NM_013280	210414_at	human
23770	Hs.173464	NM_012181	208255_s_at	human
23770	Hs.173464	NM_012181	40850_at	human
23774	Hs.127950	NM_014577	204520_x_at	human
23774	Hs.127950	NM_014577	215460_x_at	human
23779	Hs.102336	NM_001017526	205980_s_at	human
23779	Hs.102336	NM_001017526	37117_at	human
23779	Hs.102336	NM_181335	205980_s_at	human
23779	Hs.102336	NM_181335	37117_at	human
23780	Hs.474740	NM_030882	221013_s_at	human
23780	Hs.474740	NM_030882	221653_x_at	human
23780	Hs.474740	NM_145637	221013_s_at	human
23780	Hs.474740	NM_145637	221653_x_at	human
23784	Hs.581075	NM_001136213		human
23784		NM_001136213		human
23786	Hs.631672	NM_015367	217955_at	human
23787	Hs.485262	NM_014341	221619_s_at	human
23788	Hs.269944	NM_014342	217772_s_at	human
24137	Hs.648326	NM_012310	218355_at	human
24138	Hs.252839	NM_012420	203595_s_at	human
24138	Hs.252839	NM_012420	203596_s_at	human
24139	Hs.24178	NM_012155	204398_s_at	human
24139	Hs.24178	NM_012155	204399_s_at	human
24140	Hs.23170	NM_012280	205324_s_at	human
24140	Hs.23170	NM_012280	213937_s_at	human
24140	Hs.23170	NM_177434	205324_s_at	human
24140	Hs.23170	NM_177434	213937_s_at	human
24140	Hs.23170	NM_177439	205324_s_at	human
24140	Hs.23170	NM_177439	213937_s_at	human
24141	Hs.22920	NM_012261	219463_at	human
24142		NM_012191	210874_s_at	human
24144	Hs.20225	NM_001008697	202750_s_at	human
24144	Hs.20225	NM_001008697	202751_at	human
24144	Hs.20225	NM_012143	202750_s_at	human
24144	Hs.20225	NM_012143	202751_at	human
24145	Hs.591976	NM_015368	204715_at	human
24146	Hs.38738	NM_014343	219640_at	human
24147	Hs.39384	NM_014344	219522_at	human
24148	Hs.313343	NM_012469	208879_x_at	human
24148	Hs.313343	NM_012469	208880_s_at	human
24149	Hs.509718	NM_014345	203520_s_at	human
24149	Hs.509718	NM_014345	203521_s_at	human
24150	Hs.592038	NM_016212	220167_s_at	human
25758	Hs.502266	NM_012194	214772_at	human
25759	Hs.30965	NM_012435	213464_at	human
25763	Hs.122959	NM_012274	215142_at	human
25764	Hs.631692	NM_016400	210183_x_at	human
25764	Hs.631692	NM_016400	217756_x_at	human
25764	Hs.631692	NM_016400	218680_x_at	human
25766		NM_001031698		human
25766		NM_012272		human
25769	Hs.283014	NM_020344	220867_s_at	human
25770	Hs.508918	NM_015370	206839_at	human
25771	Hs.435044	NM_014346	209650_s_at	human
25771	Hs.435044	NM_014346	210144_at	human
25771	Hs.435044	NM_014346	33778_at	human
25774		NR_003081		human
25775	Hs.627602	NM_015372	207701_at	human
25776	Hs.334911	NM_001002880	203450_at	human
25776	Hs.334911	NM_015373	203450_at	human
25777	Hs.517622	NM_015374	212144_at	human
25778	Hs.6874	NM_015375	211515_s_at	human
25778	Hs.6874	NM_015375	214663_at	human
25778	Hs.6874	NM_199462	211514_at	human
25778	Hs.6874	NM_199462	211515_s_at	human
25778	Hs.6874	NM_199462	214663_at	human
25780	Hs.143674	NM_001139488	205801_s_at	human
25780	Hs.143674	NM_015376	205801_s_at	human
25780	Hs.143674	NM_170672	205801_s_at	human
25782		NM_012414	202372_at	human
25782		NM_012414	202373_s_at	human
25782		NM_012414	202374_s_at	human
25786		NR_024157		human
25787		NR_024159		human
25788	Hs.30561	NM_012415	219494_at	human
25789	Hs.329850	NM_012109	219005_at	human
25790	Hs.647705	NM_012337	220308_at	human
25791		NM_001114090		human
25791		NM_019850		human
25792		NM_001131015	205516_x_at	human
25792		NM_001131015	211358_s_at	human
25792		NM_001131015	213977_s_at	human
25792		NM_001131016	205516_x_at	human
25792		NM_001131016	211358_s_at	human
25792		NM_001131016	213977_s_at	human
25792		NM_001131017	205516_x_at	human
25792		NM_001131017	211358_s_at	human
25792		NM_001131017	213977_s_at	human
25792		NM_001131018	205516_x_at	human
25792		NM_001131018	211358_s_at	human
25792		NM_001131018	213977_s_at	human
25792		NM_012127	205516_x_at	human
25792		NM_012127	211358_s_at	human
25792		NM_012127	213977_s_at	human
25793	Hs.591202	NM_001033024	201178_at	human
25793	Hs.591202	NM_012179	201178_at	human
25794	Hs.118555	NM_001077182	207204_at	human
25794	Hs.118555	NM_012418	207204_at	human
25796	Hs.466165	NM_012088	218387_s_at	human
25796	Hs.466165	NM_012088	218388_at	human
25797	Hs.79033	NM_012413	205174_s_at	human
25798	Hs.567438	NM_001159491		human
25798	Hs.567438	NM_015379		human
25799	Hs.515660	NM_014347	205182_s_at	human
25800		NM_001099406		human
25800		NM_012319	202088_at	human
25800		NM_012319	202089_s_at	human
25801	Hs.377894	NM_012198	203765_at	human
25802	Hs.519075	NM_012134	203766_s_at	human
25802	Hs.519075	NM_012134	211562_s_at	human
25803	Hs.485158	NM_012391	213441_x_at	human
25803	Hs.485158	NM_012391	214404_x_at	human
25803	Hs.485158	NM_012391	220192_x_at	human
25804	Hs.515255	NM_012321	202736_s_at	human
25804	Hs.515255	NM_012321	202737_s_at	human
25805	Hs.533336	NM_012342	203304_at	human
25806	Hs.249170	NM_012476	220443_s_at	human
25807	Hs.106730	NM_012265	204402_at	human
25809		NM_001008572		human
25809		NM_012263	205652_s_at	human
25809		NR_027779		human
25812		NR_024591		human
25813	Hs.505824	NM_015380	201569_s_at	human
25813	Hs.505824	NM_015380	201570_at	human
25814	Hs.475125	NM_001167621	208832_at	human
25814	Hs.475125	NM_001167621	208833_s_at	human
25814	Hs.475125	NM_013236	208832_at	human
25814	Hs.475125	NM_013236	208833_s_at	human
25816		NM_001077654	208296_x_at	human
25816		NM_001077654	210260_s_at	human
25816		NM_014350	208296_x_at	human
25816		NM_014350	210260_s_at	human
25817	Hs.436854	NM_001082967		human
25817	Hs.436854	NM_015381		human
25818	Hs.50915	NM_001077491	222242_s_at	human
25818	Hs.50915	NM_001077492	222242_s_at	human
25818	Hs.50915	NM_012427	222242_s_at	human
25819	Hs.639842	NM_012118	220671_at	human
25819		NM_012118	220671_at	human
25820	Hs.268787	NM_005744	201878_at	human
25820	Hs.268787	NM_005744	201879_at	human
25820	Hs.268787	NM_005744	201880_at	human
25820	Hs.268787	NM_005744	201881_s_at	human
25821	Hs.347614	NM_001123226	218716_x_at	human
25821	Hs.347614	NM_001123226	222014_x_at	human
25821	Hs.347614	NM_012123	218716_x_at	human
25821	Hs.347614	NM_012123	222014_x_at	human
25821	Hs.347614	NM_133645	218716_x_at	human
25821	Hs.347614	NM_133645	222014_x_at	human
25822		NM_001135004	207453_s_at	human
25822		NM_001135004	212817_at	human
25822		NM_001135005	207453_s_at	human
25822		NM_001135005	212817_at	human
25822		NM_012266	207453_s_at	human
25822		NM_012266	212817_at	human
25823	Hs.592076	NM_012467	220339_s_at	human
25824		NM_012094		human
25824		NM_181651		human
25824		NM_181652		human
25825	Hs.529408	NM_012105	217867_x_at	human
25825	Hs.529408	NM_138991	217867_x_at	human
25825	Hs.529408	NM_138992	217867_x_at	human
25826		NR_004398		human
25827	Hs.475872	NM_012157	214436_at	human
25828	Hs.211929	NM_012473	209077_at	human
25828	Hs.211929	NM_012473	209078_s_at	human
25829		NM_012264	202027_at	human
25830	Hs.189810	NM_014351	219425_at	human
25831		NM_015382		human
25832	Hs.467587	NM_015383	201103_x_at	human
25832	Hs.467587	NM_015383	201104_x_at	human
25832	Hs.467587	NM_015383	213612_x_at	human
25832	Hs.467587	NM_015383	214693_x_at	human
25832	Hs.467587	NM_015383	215434_x_at	human
25832	Hs.515947	NM_015383	201103_x_at	human
25832	Hs.515947	NM_015383	201104_x_at	human
25832	Hs.515947	NM_015383	213612_x_at	human
25832	Hs.515947	NM_015383	214693_x_at	human
25832	Hs.515947	NM_015383	215434_x_at	human
25832	Hs.534675	NM_015383	201103_x_at	human
25832	Hs.534675	NM_015383	201104_x_at	human
25832	Hs.534675	NM_015383	213612_x_at	human
25832	Hs.534675	NM_015383	214693_x_at	human
25832	Hs.534675	NM_015383	215434_x_at	human
25832	Hs.607640	NM_015383	201103_x_at	human
25832	Hs.607640	NM_015383	201104_x_at	human
25832	Hs.607640	NM_015383	213612_x_at	human
25832	Hs.607640	NM_015383	214693_x_at	human
25832	Hs.607640	NM_015383	215434_x_at	human
25833	Hs.227115	NM_014352	207109_at	human
25834	Hs.589093	NM_013244	207447_s_at	human
25834		NM_013244	207447_s_at	human
25836	Hs.481927	NM_015384	207108_s_at	human
25836	Hs.481927	NM_015384	213918_s_at	human
25836	Hs.481927	NM_133433	207108_s_at	human
25836	Hs.481927	NM_133433	212469_at	human
25836	Hs.481927	NM_133433	212483_at	human
25837	Hs.379754	NM_014353	219562_at	human
25837	Hs.379754	NM_014353	50965_at	human
25839	Hs.208680	NM_015386	212189_s_at	human
25840		NM_014033	207761_s_at	human
25840		NM_014033	209703_x_at	human
25841	Hs.23361	NM_145804	213497_at	human
25842	Hs.292316	NM_014034	203427_at	human
25842	Hs.292316	NM_014034	203428_s_at	human
25843	Hs.645458	NM_001100819	202918_s_at	human
25843	Hs.645458	NM_001100819	202919_at	human
25843	Hs.645458	NM_015387	202918_s_at	human
25843	Hs.645458	NM_015387	202919_at	human
25843	Hs.645458	NM_199482	202918_s_at	human
25843	Hs.645458	NM_199482	202919_at	human
25844	Hs.440950	NM_015388	216338_s_at	human
25845		NR_024158		human
25847	Hs.106909	NM_015391	209001_s_at	human
25847	Hs.106909	NM_015391	215282_at	human
25847	Hs.106909	NR_024400		human
25847	Hs.106909	NR_024401		human
25849	Hs.105460	NM_015393	204687_at	human
25849	Hs.623905	NM_015393	204687_at	human
25850	Hs.362324	NM_003419	207236_at	human
25851	Hs.632303	NM_015395		human
25852		NM_014154	219094_at	human
25852		NM_015396	203486_s_at	human
25852		NM_015396	203487_s_at	human
25852		NM_213654	219094_at	human
25853	Hs.493750	NM_015397		human
25854	Hs.357025	NM_001006655	214889_at	human
25854	Hs.357025	NM_001006655	214890_s_at	human
25854	Hs.357025	NM_015398	214889_at	human
25854	Hs.357025	NM_015398	214890_s_at	human
25855	Hs.100426	NM_001024957	215631_s_at	human
25855	Hs.100426	NM_015399	215631_s_at	human
25858	Hs.97174	NM_001039496	219883_at	human
25859	Hs.146312	NR_024617		human
25859	Hs.146312	NR_028508		human
25859	Hs.146312	NR_028509		human
25859		NR_024617		human
25859		NR_028508		human
25859		NR_028509		human
25861	Hs.93836	NM_001083885	221887_s_at	human
25861	Hs.93836	NM_001083885	47553_at	human
25861	Hs.93836	NM_015404	221887_s_at	human
25861	Hs.93836	NM_015404	47553_at	human
25862		NM_018561		human
25864	Hs.534400	NM_015407	210006_at	human
25865	Hs.466987	NM_001079880	209282_at	human
25865	Hs.466987	NM_001079880	38269_at	human
25865	Hs.466987	NM_001079881	209282_at	human
25865	Hs.466987	NM_001079881	38269_at	human
25865	Hs.466987	NM_001079882	209282_at	human
25865	Hs.466987	NM_001079882	38269_at	human
25865	Hs.466987	NM_016457	209282_at	human
25865	Hs.466987	NM_016457	38269_at	human
25870	Hs.279696	NM_001042469	201326_at	human
25870	Hs.279696	NM_001042470		human
